SN,Pradesh_No,Pradesh Name,Office Type,Office Name,Employee Type,ID Range Start,ID Range End,ID Used Upto
419,5,Lumbini,DCS Office,Butwal RO,Myadi,65000001,65000100,NULL
420,5,Lumbini,DCS Office,Butwal RO,Jyaladari,55000001,55000200,55000002
421,5,Lumbini,DCS Office,Parasi DCS,Karar,75000101,75000200,NULL
422,5,Lumbini,DCS Office,Parasi DCS,Myadi,65000101,65000199,NULL
423,5,Lumbini,DCS Office,Parasi DCS,Jyaladari,55000201,55000400,55000218
424,5,Lumbini,DCS Office,Bardaghat DCS,Karar,75000201,75000300,NULL
425,5,Lumbini,DCS Office,Bardaghat DCS,Myadi,65000201,65000298,NULL
426,5,Lumbini,DCS Office,Bardaghat DCS,Jyaladari,55000401,55000600,55000410
427,5,Lumbini,DCS Office,Triveni SDC,Karar,75000301,75000400,NULL
428,5,Lumbini,DCS Office,Triveni SDC,Myadi,65000301,65000397,NULL
429,5,Lumbini,DCS Office,Triveni SDC,Jyaladari,55000601,55000800,NULL
430,5,Lumbini,DCS Office,Surajoura SDC,Karar,75000401,75000500,NULL
431,5,Lumbini,DCS Office,Surajoura SDC,Myadi,65000401,65000496,NULL
432,5,Lumbini,DCS Office,Surajoura SDC,Jyaladari,55000801,55001000,NULL
433,5,Lumbini,DCS Office,Bhairahawa DCS,Karar,75000501,75000600,NULL
434,5,Lumbini,DCS Office,Bhairahawa DCS,Myadi,65000501,65000595,NULL
435,5,Lumbini,DCS Office,Bhairahawa DCS,Jyaladari,55001001,55001200,55001024
436,5,Lumbini,DCS Office,Amuwa DCS,Karar,75000601,75000700,75000601
437,5,Lumbini,DCS Office,Amuwa DCS,Myadi,65000601,65000694,NULL
438,5,Lumbini,DCS Office,Amuwa DCS,Jyaladari,55001201,55001400,55001212
439,5,Lumbini,DCS Office,Lumbini SDC,Karar,75000701,75000800,NULL
440,5,Lumbini,DCS Office,Lumbini SDC,Myadi,65000701,65000793,NULL
441,5,Lumbini,DCS Office,Lumbini SDC,Jyaladari,55001401,55001600,NULL
442,5,Lumbini,DCS Office,Nayamill DCS,Karar,75000801,75000900,NULL
443,5,Lumbini,DCS Office,Nayamill DCS,Myadi,65000801,65000892,NULL
444,5,Lumbini,DCS Office,Nayamill DCS,Jyaladari,55001601,55001800,55001608
445,5,Lumbini,DCS Office,Butwal DCS,Karar,75000901,75001000,NULL
446,5,Lumbini,DCS Office,Butwal DCS,Myadi,65000901,65000991,NULL
447,5,Lumbini,DCS Office,Butwal DCS,Jyaladari,55001801,55002000,55001814
448,5,Lumbini,DCS Office,Taulihawa DCS,Karar,75001001,75001100,NULL
449,5,Lumbini,DCS Office,Taulihawa DCS,Myadi,65001001,65001090,65001002
450,5,Lumbini,DCS Office,Taulihawa DCS,Jyaladari,55002001,55002200,55002037
451,5,Lumbini,DCS Office,Krishna nagar DCS,Karar,75001101,75001200,NULL
452,5,Lumbini,DCS Office,Krishna nagar DCS,Myadi,65001101,65001189,NULL
453,5,Lumbini,DCS Office,Krishna nagar DCS,Jyaladari,55002201,55002400,55002225
454,5,Lumbini,DCS Office,Palpa DCS,Karar,75001201,75001300,NULL
455,5,Lumbini,DCS Office,Palpa DCS,Myadi,65001201,65001288,NULL
456,5,Lumbini,DCS Office,Palpa DCS,Jyaladari,55002401,55002600,NULL
457,5,Lumbini,DCS Office,Arghakhachi DCS,Karar,75001301,75001400,NULL
458,5,Lumbini,DCS Office,Arghakhachi DCS,Myadi,65001301,65001387,NULL
459,5,Lumbini,DCS Office,Arghakhachi DCS,Jyaladari,55002601,55002800,55002617
460,5,Lumbini,DCS Office,Gulmi DCS,Karar,75001401,75001500,NULL
461,5,Lumbini,DCS Office,Gulmi DCS,Myadi,65001401,65001486,NULL
462,5,Lumbini,DCS Office,Gulmi DCS,Jyaladari,55002801,55003000,55002819
463,5,Lumbini,DCS Office,Ridi SDC,Karar,75001501,75001600,NULL
464,5,Lumbini,DCS Office,Ridi SDC,Myadi,65001501,65001585,NULL
465,5,Lumbini,DCS Office,Ridi SDC,Jyaladari,55003001,55003200,NULL
466,5,Lumbini,DCS Office,Rukum EAST DCS,Karar,75002001,75002100,NULL
467,5,Lumbini,DCS Office,Rukum EAST DCS,Myadi,65002001,65002100,NULL
468,5,Lumbini,DCS Office,Rukum EAST DCS,Jyaladari,55004001,55004200,NULL
469,5,Lumbini,DCS Office,Rolpa DCS,Karar,75002101,75002200,NULL
470,5,Lumbini,DCS Office,Rolpa DCS,Myadi,65002101,65002200,NULL
471,5,Lumbini,DCS Office,Rolpa DCS,Jyaladari,55004201,55004400,55004215
472,5,Lumbini,DCS Office,Pyuthan DCS,Karar,75002201,75002300,NULL
473,5,Lumbini,DCS Office,Pyuthan DCS,Myadi,65002201,65002300,NULL
474,5,Lumbini,DCS Office,Pyuthan DCS,Jyaladari,55004401,55004600,55004417
475,5,Lumbini,DCS Office,Ghorahi DCS,Karar,75002301,75002400,NULL
476,5,Lumbini,DCS Office,Ghorahi DCS,Myadi,65002301,65002400,NULL
477,5,Lumbini,DCS Office,Ghorahi DCS,Jyaladari,55004601,55004800,55004617
478,5,Lumbini,DCS Office,Lamahi DCS,Karar,75002401,75002500,NULL
479,5,Lumbini,DCS Office,Lamahi DCS,Myadi,65002401,65002500,NULL
480,5,Lumbini,DCS Office,Lamahi DCS,Jyaladari,55004801,55005000,55004816
481,5,Lumbini,DCS Office,Tulsipur DCS,Karar,75002501,75002600,NULL
482,5,Lumbini,DCS Office,Tulsipur DCS,Myadi,65002501,65002600,NULL
483,5,Lumbini,DCS Office,Tulsipur DCS,Jyaladari,55005001,55005200,55005008
484,5,Lumbini,DCS Office,Kohalpur DCS,Karar,75002601,75002700,NULL
485,5,Lumbini,DCS Office,Kohalpur DCS,Myadi,65002601,65002700,NULL
486,5,Lumbini,DCS Office,Kohalpur DCS,Jyaladari,55005201,55005400,55005216
487,5,Lumbini,DCS Office,Nepalgunj DCS,Karar,75002701,75002800,NULL
488,5,Lumbini,DCS Office,Nepalgunj DCS,Myadi,65002701,65002800,NULL
489,5,Lumbini,DCS Office,Nepalgunj DCS,Jyaladari,55005401,55005600,55005436
490,5,Lumbini,DCS Office,Gulariya DCS,Karar,75002801,75002900,NULL
491,5,Lumbini,DCS Office,Gulariya DCS,Myadi,65002801,65002900,NULL
492,5,Lumbini,DCS Office,Gulariya DCS,Jyaladari,55005601,55005800,55005635
493,5,Lumbini,DCS Office,Rajapur DCS,Karar,75002901,75003000,NULL
494,5,Lumbini,DCS Office,Rajapur DCS,Myadi,65002901,65003000,NULL
495,5,Lumbini,DCS Office,Rajapur DCS,Jyaladari,55005801,55006000,55005806
496,5,Lumbini,DCS Office,Basghadi SDC,Karar,75003001,75003100,NULL
497,5,Lumbini,DCS Office,Basghadi SDC,Myadi,65003001,65003100,NULL
498,5,Lumbini,DCS Office,Basghadi SDC,Jyaladari,55006001,55006200,NULL
499,5,Lumbini,DCS Office,Bhurigaun SDC,Karar,75003101,75003200,NULL
500,5,Lumbini,DCS Office,Bhurigaun SDC,Myadi,65003101,65003200,NULL
501,5,Lumbini,DCS Office,Bhurigaun SDC,Jyaladari,55006201,55006400,NULL
502,5,Lumbini,Generation,NULL,Karar,75010000,NULL,NULL
503,5,Lumbini,Generation,NULL,Myadi,65010000,NULL,NULL
504,5,Lumbini,Generation,NULL,Jyaladari,55010000,NULL,55010007
505,5,Lumbini,Transmission,NULL,Karar,75020000,NULL,75020006
506,5,Lumbini,Transmission,NULL,Myadi,65020000,NULL,NULL
507,5,Lumbini,Transmission,NULL,Jyaladari,55020000,NULL,55020002
508,5,Lumbini,Engineering,NULL,Karar,75030000,NULL,NULL
509,5,Lumbini,Engineering,NULL,Myadi,65030000,NULL,NULL
510,5,Lumbini,Engineering,NULL,Jyaladari,55030001,NULL,NULL
511,6,Karnali,DCS Office,Surkhet RO,Karar,76000001,76000100,NULL
512,6,Karnali,DCS Office,Surkhet RO,Myadi,66000001,66000100,NULL
513,6,Karnali,DCS Office,Surkhet RO,Jyaladari,56000001,56000200,NULL
514,6,Karnali,DCS Office,Rukum WEST DCS,Karar,76000101,76000200,NULL
515,6,Karnali,DCS Office,Rukum WEST DCS,Myadi,66000101,66000200,NULL
516,6,Karnali,DCS Office,Rukum WEST DCS,Jyaladari,56000201,56000400,NULL
517,6,Karnali,DCS Office,Salyan DCS,Karar,76000201,76000300,NULL
518,6,Karnali,DCS Office,Salyan DCS,Myadi,66000201,66000300,NULL
519,6,Karnali,DCS Office,Salyan DCS,Jyaladari,56000401,56000600,NULL
520,6,Karnali,DCS Office,Dolpa DCS,Karar,76000301,76000400,NULL
521,6,Karnali,DCS Office,Dolpa DCS,Myadi,66000301,66000400,NULL
522,6,Karnali,DCS Office,Dolpa DCS,Jyaladari,56000601,56000800,NULL
523,6,Karnali,DCS Office,Gumgadh DCS,Karar,76000401,76000500,NULL
524,6,Karnali,DCS Office,Gumgadh DCS,Myadi,66000401,66000500,NULL
525,6,Karnali,DCS Office,Gumgadh DCS,Jyaladari,56000801,56001000,NULL
526,6,Karnali,DCS Office,Heldung DCS,Karar,76000501,76000600,NULL
527,6,Karnali,DCS Office,Heldung DCS,Myadi,66000501,66000600,NULL
528,6,Karnali,DCS Office,Heldung DCS,Jyaladari,56001001,56001200,NULL
529,6,Karnali,DCS Office,Kalikot DCS,Karar,76000601,76000700,NULL
530,6,Karnali,DCS Office,Kalikot DCS,Myadi,66000601,66000700,NULL
531,6,Karnali,DCS Office,Kalikot DCS,Jyaladari,56001201,56001400,56001205
532,6,Karnali,DCS Office,Jumla DCS,Karar,76000701,76000800,NULL
533,6,Karnali,DCS Office,Jumla DCS,Myadi,66000701,66000800,NULL
534,6,Karnali,DCS Office,Jumla DCS,Jyaladari,56001401,56001600,56001412
535,6,Karnali,DCS Office,Jajarkot DCS,Karar,76000801,76000900,NULL
536,6,Karnali,DCS Office,Jajarkot DCS,Myadi,66000801,66000900,NULL
537,6,Karnali,DCS Office,Jajarkot DCS,Jyaladari,56001601,56001800,56001608
538,6,Karnali,DCS Office,Dailekh DCS,Karar,76000901,76001000,NULL
539,6,Karnali,DCS Office,Dailekh DCS,Myadi,66000901,66001000,NULL
540,6,Karnali,DCS Office,Dailekh DCS,Jyaladari,56001801,56002000,56001808
541,6,Karnali,DCS Office,Surkhet DCS,Karar,76001001,76001100,NULL
542,6,Karnali,DCS Office,Surkhet DCS,Myadi,66001001,66001100,NULL
543,6,Karnali,DCS Office,Surkhet DCS,Jyaladari,56002001,56002200,56002032
544,6,Karnali,DCS Office,Jahare SDC,Karar,76001101,76001200,NULL
545,6,Karnali,DCS Office,Jahare SDC,Myadi,66001101,66001200,NULL
546,6,Karnali,DCS Office,Jahare SDC,Jyaladari,56002201,56002400,NULL
547,6,Karnali,Generation,NULL,Karar,76010000,NULL,NULL
548,6,Karnali,Generation,NULL,Myadi,66010000,NULL,NULL
549,6,Karnali,Generation,NULL,Jyaladari,56010000,NULL,NULL
550,6,Karnali,Transmission,NULL,Karar,76020000,NULL,NULL
551,6,Karnali,Transmission,NULL,Myadi,66020000,NULL,NULL
552,6,Karnali,Transmission,NULL,Jyaladari,56020000,NULL,NULL
553,6,Karnali,Engineering,NULL,Karar,76030000,NULL,NULL
554,6,Karnali,Engineering,NULL,Myadi,66030000,NULL,NULL
555,6,Karnali,Engineering,NULL,Jyaladari,56030001,NULL,NULL
556,7,Sudurpashchim,DCS Office,Attariya RO,Karar,77000001,77000100,NULL
557,7,Sudurpashchim,DCS Office,Attariya RO,Myadi,67000001,67000100,NULL
558,7,Sudurpashchim,DCS Office,Attariya RO,Jyaladari,57000001,57000200,NULL
559,7,Sudurpashchim,DCS Office,ALREADY ASSIGNED TO P6,Karar,77000101,77000200,NULL
560,7,Sudurpashchim,DCS Office,ALREADY ASSIGNED TO P6,Myadi,67000101,67000200,NULL
561,7,Sudurpashchim,DCS Office,ALREADY ASSIGNED TO P6,Jyaladari,57000201,57000400,57000236
562,7,Sudurpashchim,DCS Office,ALREADY ASSIGNED TO P6,Karar,77000201,77000300,NULL
563,7,Sudurpashchim,DCS Office,ALREADY ASSIGNED TO P6,Myadi,67000201,67000300,NULL
564,7,Sudurpashchim,DCS Office,ALREADY ASSIGNED TO P6,Jyaladari,57000401,57000600,57000414
565,7,Sudurpashchim,DCS Office,Bajura DCS,Karar,77000301,77000400,NULL
566,7,Sudurpashchim,DCS Office,Bajura DCS,Myadi,67000301,67000400,NULL
567,7,Sudurpashchim,DCS Office,Bajura DCS,Jyaladari,57000601,57000800,NULL
568,7,Sudurpashchim,DCS Office,Bajhang DCS,Karar,77000401,77000500,NULL
569,7,Sudurpashchim,DCS Office,Bajhang DCS,Myadi,67000401,67000500,NULL
570,7,Sudurpashchim,DCS Office,Bajhang DCS,Jyaladari,57000801,57001000,NULL
571,7,Sudurpashchim,DCS Office,Doti DCS,Karar,77000501,77000600,NULL
572,7,Sudurpashchim,DCS Office,Doti DCS,Myadi,67000501,67000600,NULL
573,7,Sudurpashchim,DCS Office,Doti DCS,Jyaladari,57001001,57001200,NULL
574,7,Sudurpashchim,DCS Office,Silgadhi SDC,Karar,77000601,77000700,NULL
575,7,Sudurpashchim,DCS Office,Silgadhi SDC,Myadi,67000601,67000700,NULL
576,7,Sudurpashchim,DCS Office,Silgadhi SDC,Jyaladari,57001201,57001400,NULL
577,7,Sudurpashchim,DCS Office,Achham DCS,Karar,77000701,77000800,NULL
578,7,Sudurpashchim,DCS Office,Achham DCS,Myadi,67000701,67000800,NULL
579,7,Sudurpashchim,DCS Office,Achham DCS,Jyaladari,57001401,57001600,NULL
580,7,Sudurpashchim,DCS Office,Mangalsen SDC,Karar,77000801,77000900,NULL
581,7,Sudurpashchim,DCS Office,Mangalsen SDC,Myadi,67000801,67000900,NULL
582,7,Sudurpashchim,DCS Office,Mangalsen SDC,Jyaladari,57001601,57001800,NULL
583,7,Sudurpashchim,DCS Office,Darchula DCS,Karar,77000901,77001000,NULL
584,7,Sudurpashchim,DCS Office,Darchula DCS,Myadi,67000901,67001000,NULL
585,7,Sudurpashchim,DCS Office,Darchula DCS,Jyaladari,57001801,57002000,NULL
586,7,Sudurpashchim,DCS Office,Baitadi DCS,Karar,77001001,77001100,NULL
587,7,Sudurpashchim,DCS Office,Baitadi DCS,Myadi,67001001,67001100,NULL
588,7,Sudurpashchim,DCS Office,Baitadi DCS,Jyaladari,57002001,57002200,NULL
589,7,Sudurpashchim,DCS Office,Patan SDC,Karar,77001101,77001200,NULL
590,7,Sudurpashchim,DCS Office,Patan SDC,Myadi,67001101,67001200,NULL
591,7,Sudurpashchim,DCS Office,Patan SDC,Jyaladari,57002201,57002400,NULL
592,7,Sudurpashchim,DCS Office,Dadeldhura DCS,Karar,77001201,77001300,NULL
593,7,Sudurpashchim,DCS Office,Dadeldhura DCS,Myadi,67001201,67001300,NULL
594,7,Sudurpashchim,DCS Office,Dadeldhura DCS,Jyaladari,57002401,57002600,NULL
595,7,Sudurpashchim,DCS Office,Jogbudha DCS,Karar,77001301,77001400,NULL
596,7,Sudurpashchim,DCS Office,Jogbudha DCS,Myadi,67001301,67001400,NULL
597,7,Sudurpashchim,DCS Office,Jogbudha DCS,Jyaladari,57002601,57002800,NULL
598,7,Sudurpashchim,DCS Office,Mahendranagar DCS,Karar,77001401,77001500,NULL
599,7,Sudurpashchim,DCS Office,Mahendranagar DCS,Myadi,67001401,67001500,NULL
600,7,Sudurpashchim,DCS Office,Mahendranagar DCS,Jyaladari,57002801,57003000,NULL
601,7,Sudurpashchim,DCS Office,Belauri DCS,Karar,77001501,77001600,NULL
602,7,Sudurpashchim,DCS Office,Belauri DCS,Myadi,67001501,67001600,NULL
603,7,Sudurpashchim,DCS Office,Belauri DCS,Jyaladari,57003001,57003200,NULL
604,7,Sudurpashchim,DCS Office,Dhangadhi DCS,Karar,77001601,77001700,NULL
605,7,Sudurpashchim,DCS Office,Dhangadhi DCS,Myadi,67001601,67001700,NULL
606,7,Sudurpashchim,DCS Office,Dhangadhi DCS,Jyaladari,57003201,57003400,NULL
607,7,Sudurpashchim,DCS Office,Attarira SDC,Karar,77001701,77001800,NULL
608,7,Sudurpashchim,DCS Office,Attarira SDC,Myadi,67001701,67001800,NULL
609,7,Sudurpashchim,DCS Office,Attarira SDC,Jyaladari,57003401,57003600,NULL
610,7,Sudurpashchim,DCS Office,Bhajani DCS,Karar,77001801,77001900,NULL
611,7,Sudurpashchim,DCS Office,Bhajani DCS,Myadi,67001801,67001900,NULL
612,7,Sudurpashchim,DCS Office,Bhajani DCS,Jyaladari,57003601,57003800,NULL
613,7,Sudurpashchim,DCS Office,Tikapur DCS,Karar,77001901,77002000,NULL
614,7,Sudurpashchim,DCS Office,Tikapur DCS,Myadi,67001901,67002000,NULL
615,7,Sudurpashchim,DCS Office,Tikapur DCS,Jyaladari,57003801,57004000,NULL
616,7,Sudurpashchim,DCS Office,Lamki SDC,Karar,77002001,77002100,NULL
617,7,Sudurpashchim,DCS Office,Lamki SDC,Myadi,67002001,67002100,NULL
618,7,Sudurpashchim,DCS Office,Lamki SDC,Jyaladari,57004001,57004200,NULL
619,7,Sudurpashchim,Generation,NULL,Karar,76010000,NULL,NULL
620,7,Sudurpashchim,Generation,NULL,Myadi,66010000,NULL,NULL
621,7,Sudurpashchim,Generation,NULL,Jyaladari,56010000,NULL,NULL
622,7,Sudurpashchim,Transmission,NULL,Karar,76020000,NULL,NULL
623,7,Sudurpashchim,Transmission,NULL,Myadi,66020000,NULL,NULL
624,7,Sudurpashchim,Transmission,NULL,Jyaladari,56020000,NULL,NULL
625,7,Sudurpashchim,Engineering,NULL,Karar,76030000,NULL,NULL
626,7,Sudurpashchim,Engineering,NULL,Myadi,66030000,NULL,NULL
627,7,Sudurpashchim,Engineering,NULL,Jyaladari,56030001,NULL,NULL
